istasyon_no,istasyon_adi,hizmet_sekli,marka,sarj_agi_isletmecisi,sarj_istasyonu_isletmecisi,adres,soket_bilgileri
ŞRJ/15491,BY TOPÇU,Halka Açık,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,Maden Mahallesi Söğüt Sokağı  No:215 Sarıyer / İSTANBUL,
ŞRJ/15495,DOĞUŞ GIDA,Halka Açık,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,Ayazağa Mahallesi Hadımkoruyolu Caddesi  No:29 Sarıyer / İSTANBUL,
ŞRJ/16227,ZEKERİYAKÖY ÇARŞI DC-2,Halka Açık,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,Zekeriyaköy Mahallesi 5. Caddesi  No:0 Sarıyer / İSTANBUL,
ŞRJ/16264,Terrace Vadi Sitesi,Halka Açık,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,Uskumruköy Mahallesi Kilyos Caddesi  No:240 Sarıyer / İSTANBUL,
ŞRJ/20197,DEMİRKAZIK AC-1,Halka Açık,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,Zühtü Paşa Mahallesi Cemre Sokağı  No:14 Kadıköy / İSTANBUL,
ŞRJ/4527,Müsiad Merkez Binası,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Havzan Mahallesi Sapanca Sokağı  No:3/A  - Meram / KONYA,
ŞRJ/4609,Selçuklu Sancak Yüzme Havuzu,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Dikilitaş Mahallesi Veysel Karani Caddesi  No:15 /1 Selçuklu / KONYA,
ŞRJ/4610,Tropikal Kelebek Bahçesi,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Sille Mahallesi İsmail Kaya Caddesi  No:244 Selçuklu / KONYA,
ŞRJ/4836,Çetinler Market (Karkent),Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Ulubatlıhasan Mahallesi Kırbaşı Caddesi  No:159/A1 Karatay / KONYA,
ŞRJ/4843,Çetinler Market (Fetih Cad),Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Doğuş Mahallesi Fetih Caddesi  No:256/A Karatay / KONYA,
ŞRJ/4845,Çetinler Market (Ahmet Özcan Cad),Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Uzunharmanlar Mahallesi Dr. Ahmet Özcan Caddesi  No:108/A Meram / KONYA,
ŞRJ/5757,Özel Konya Farabi Hastanesi,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Kosova Mahallesi Ebru Sokağı  No:14 Selçuklu / KONYA,
ŞRJ/5758,Kentplaza AVM,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Bedir Mahallesi Ataseven Caddesi  No:2 Selçuklu / KONYA,
ŞRJ/5759,Odabaşı Tarım,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Tatlıcak Mahallesi  No:101 Karatay / KONYA,
ŞRJ/5760,Umman Sadem Usta,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Karahüyük Mahallesi Hatıp Caddesi  No:319/1-2 Meram / KONYA,
ŞRJ/6596,Öztürkler Mobilya,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Karşıyaka Mahallesi Halil Kadiroğlu Caddesi  No:4 Cihanbeyli / KONYA,
ŞRJ/6600,Okkalar İnşaat,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Aymanas Mahallesi Küçük Aymanas Caddesi  No:53 Meram / KONYA,
ŞRJ/8031,KOS Bankalar Bölgesi,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Osb D Mahallesi Kırım Caddesi Selçuklu / KONYA,
ŞRJ/8032,KOS Hacı Ahmet Sarısaman Camii Bölgesi,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Büyükkayacık Mahallesi Gümüştepe Sokağı Selçuklu / KONYA,
ŞRJ/10684,Kızılkaya Ticaret Merkezi,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Şeyh Şamil Mahallesi Doç. Dr. Halil Ürün Caddesi Eylül Sokağı  No:2 Selçuklu / KONYA,
ŞRJ/4608,Selçuklu Belediyesi Hizmet Binası,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Şeyh Şamil Mahallesi Doç. Dr. Halil Ürün Caddesi  No:19 Selçuklu / KONYA,
ŞRJ/5058,Karazoroğlu Dinlenme Tesisi,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Sarıoğlan Mahallesi Bozkır Caddesi  No:62 Bozkır / KONYA,
ŞRJ/4834,Bak Bu Gross Market,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Fatih Mahallesi Yeni İstanbul Caddesi  No:24 Selçuklu / KONYA,
ŞRJ/17858,Faruk Ulular Mühendislik Ltd.Şti.,Halka Açık,Karbon Nötr Konya,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,KKS KARBON SERTİFİKASYON VE MOBİLİTE HİZMETLERİ ANONİM ŞİRKETİ,Sahibata Mahallesi Taşcami Uzunharmanlar Caddesi  No:23 /1 Meram / KONYA,
ŞRJ/4927,TOGER - ÖZDEMİR BAYRAKTAR BİLİM VE KÜLTÜR MERKEZİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 2 Kısım Mahallesi  No:44 Başakşehir / İSTANBUL,
ŞRJ/14624,TOGER - YENİ HAYAT SİTESİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Tahtakale Mahallesi Avcılar / İSTANBUL,
ŞRJ/4930,TOGER - BAŞAKŞEHİR MİLLET BAHÇESİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Veyselkarani Caddesi Başakşehir / İSTANBUL,
ŞRJ/7316,TOGER - VEMA TUZLA,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,İçmeler Mahallesi Çağdaş Sokağı  No:2a Tuzla / İSTANBUL,
ŞRJ/20472,Hayatpark Kayaşehir,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Melihşah Sokağı  No:8B Başakşehir / İSTANBUL,
ŞRJ/15132,TOGER-BAHÇEKENT TUAL 3-4,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 2. Kısım Mahallesi  No:1/1 Başakşehir / İSTANBUL,
ŞRJ/20414,Kayaşehir Toki Konutları 6 Bölge,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi  No:c34 Başakşehir / İSTANBUL,
ŞRJ/20415,Kayaşehir Toki Konutları 12 Bölge 2 Kısım,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Botanik Sokağı  No:2 Başakşehir / İSTANBUL,
ŞRJ/20879,Suadiye Doğapark Sitesi,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Suadiye Mahallesi Halimağa Sokağı  No:15 Kadıköy / İSTANBUL,
ŞRJ/20880,Altunizade Curio Collection by Hilton,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Altunzade Mahallesi Oymacı Sokağı  No:20 Üsküdar / İSTANBUL,
ŞRJ/14581,TOGER - ASMALI BAHÇE 2 KISIM,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Safahat Sokağı  No:7/b Başakşehir / İSTANBUL,
ŞRJ/17047,Fezapark 102,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Göztepe Mahallesi Şht. Mehmet Özcan Sokağı  No:18 Bağcılar / İSTANBUL,
ŞRJ/14577,KENT MEYDANI- MERKEZ CAMİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Adnanmenderes Caddesi Başakşehir / İSTANBUL,
ŞRJ/19951,Metrokent - Imam-i Azam Camii,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Yeşilvadi Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,
ŞRJ/4975,TOGER - BAŞAKPAZARI,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Yunusemre Caddesi  No:17/s Başakşehir / İSTANBUL,
ŞRJ/8492,TOGER - DÜDEN SİTESİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 2. Kısım Mahallesi Şelale Caddesi  No:24 Başakşehir / İSTANBUL,
ŞRJ/5908,TOGER - SINAV KOLEJİ FATİH,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Topkapı Mahallesi Şeyhüislam Sokağı  No:28 Fatih / İSTANBUL,
ŞRJ/6098,TOGER - MEKTEBİM KOLEJİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Saadetdere Mahallesi Kazımkarabekir Caddesi  No:7 Esenyurt / İSTANBUL,
ŞRJ/4904,TOGER - BAHÇEŞEHİR DOĞAPARKI OTOPARK,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bhçeşehir 2. Kısım Mahallesi Tekiner Caddesi Caddesi  No:18/2 Başakşehir / İSTANBUL,
ŞRJ/11197,TOGER - MOSTARLİFE,Özel,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Taşolukyolu Sokağı  No:11 Başakşehir / İSTANBUL,
ŞRJ/11253,TOGER - AUTOPİA OTOMOBİL AVM,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Gökevler Mahallesi  No:1 Esenyurt / İSTANBUL,
ŞRJ/10997,TOGER - SEMT BAHÇEKENT 2,Özel,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Orhangazi Mahallesi Tunç Caddesi 1740 Sokağı  No:2 Esenyurt / İSTANBUL,
ŞRJ/11501,TOGER - GARDEN HOTEL,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Barış Mahallesi Zafer Caddesi  No:4 Beylikdüzü / İSTANBUL,
ŞRJ/10426,TOGER - PAZARTÜRK,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 2.kısım Mahallesi Tekiner Caddesi Başakşehir / İSTANBUL,
ŞRJ/12702,TOGER - AGENAPARK EVLERİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Örnek Mahallesi Fikri Sönmez Caddesi  No:B3 Esenyurt / İSTANBUL,
ŞRJ/12703,TOGER - FİRUZE SİTESİ 2,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Başakşehir / İSTANBUL,
ŞRJ/12706,TOGER - FİRUZE SİTESİ 1,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Başakşehir / İSTANBUL,
ŞRJ/14583,TOGER - KAVAKLIBAHÇE KONUTLARI,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Bozcaada Caddesi  No:2/2 Başakşehir / İSTANBUL,
ŞRJ/11496,TOGER - AVRUPARK 650,Özel,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 2. Kısım Mahallesi 50. Yıl Caddesi  No:7 Başakşehir / İSTANBUL,
ŞRJ/5915,TOGER - MİSSTANBUL 2 ADA,Özel,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Ertuğrulgazi Caddesi Begonya Sokağı Başakşehir / İSTANBUL,
ŞRJ/5911,TOGER - MİSSTANBUL 1 ADA,Özel,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Ertuğrulgazi Caddesi  No:21 Başakşehir / İSTANBUL,
ŞRJ/14582,TOGER - KAVAKLIBAHÇE KONUTLARI 1,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Bozcaada Caddesi  No:2/2 Başakşehir / İSTANBUL,
ŞRJ/14971,TOGER- BAHÇEŞEHİR TREN GARI,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 1.kısım Mahallesi Başakşehir / İSTANBUL,
ŞRJ/14972,TOGER - ÇAMLIBAHCE EVLERİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Büyükada Caddesi  Çamlıbahçe Evleri Başakşehir / İSTANBUL,
ŞRJ/14973,TOGER - ÇAMLIBAHCE EVLERİ 1,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Büyükada Caddesi  Çamlıbahçe Evleri Başakşehir / İSTANBUL,
ŞRJ/12710,TOGER - TUAl 1 SİTESİ,Özel,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 2 Kısım Mahallesi  No:9/1 Başakşehir / İSTANBUL,
ŞRJ/12704,TOGER - VADİTEPE GÖLEVLERİ,Özel,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 1.kısım Mahallesi Vali Recep Yazıcıoğlu Caddesi  Vaditepegöl Evleri Başakşehir / İSTANBUL,
ŞRJ/15041,TOGER - BİZİMADA SİTESİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Fetihtepe Caddesi  13.bölge Başakşehir / İSTANBUL,
ŞRJ/15133,TOGER -  FENERTEPE PAZAR OTOPARK,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Bozcaada Caddesi  No:7 Başakşehir / İSTANBUL,
ŞRJ/15709,TOGER - KAYAPARK SAKURA EVLERİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Güvercintepe Mahallesi 38 Sokağı  No:39/A Başakşehir / İSTANBUL,
ŞRJ/15710,TOGER - KIZ KULESİ 2,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayaşehir Mahallesi Başakşehir / İSTANBUL,
ŞRJ/15711,TOGER - RÜYA EVLERİ 2,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Fetihtepe Sokağı  13.bölge Başakşehir / İSTANBUL,
ŞRJ/15712,TOGER - RÜYA EVLERİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Fetihtepe Sokağı  13.bölge Başakşehir / İSTANBUL,
ŞRJ/15713,TOGER - AVRUPARK 654 ADA,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Bahçeşehir 2.kısım Mahallesi  No:4/D Başakşehir / İSTANBUL,
ŞRJ/15717,TOGER - 11 BÖLGE 2 - 3 ADA,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayaşehir Mahallesi  11 Bölge Başakşehir / İSTANBUL,
ŞRJ/16878,TOGER - BURGAZ ÇARŞI EVLERİ,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Şahin Mahallesi Bilgin Sokağı  No:112/A Başakşehir / İSTANBUL,
ŞRJ/16880,TOGER - FEZAPARK GÖZTEPE,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Demirkapı Mahallesi 1648 Sokağı  No:45b Bağcılar / İSTANBUL,
ŞRJ/16881,TOGER - HİLAL HİLL 1 ETAP KONUTLARI,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Atatürk Mahallesi Emre Sokağı  No:21 Büyükçekmece / İSTANBUL,
ŞRJ/16882,TOGER - YENİKÖY SİTESİ D18,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Yunus Emre Caddesi  No:d-18 Başakşehir / İSTANBUL,
ŞRJ/16883,TOGER - YENİKÖY SİTESİ D15,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Yunus Emre Caddesi  No:d-15 Başakşehir / İSTANBUL,
ŞRJ/16884,TOGER - YENİKÖY SİTESİ D23,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Yunus Emre Caddesi  No:d-23 Başakşehir / İSTANBUL,
ŞRJ/16885,TOGER - S-LİFE EKSPRES,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Yenibosna Merkez Mahallesi Kavak Sokağı  No:25 Bahçelievler / İSTANBUL,
ŞRJ/16886,TOGER - KANLICA SİTESİ E 21,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Mevlana Celaleddin Rumi Caddesi Başakşehir / İSTANBUL,
ŞRJ/16887,TOGER - KANLICA SİTESİ E 18,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Mevlana Celaleddin Rumi Caddesi Başakşehir / İSTANBUL,
ŞRJ/16888,TOGER - KANLICA SİTESİ E 27,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Mevlana Celaleddin Rumi Caddesi Başakşehir / İSTANBUL,
ŞRJ/16889,TOGER - KANLICA SİTESİ E 19,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Başak Mahallesi Mevlana Celaleddin Rumi Caddesi Başakşehir / İSTANBUL,
ŞRJ/16890,TOGER - KAYAŞEHİR VADİ KONUTLARI,Halka Açık,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Kayabaşı Mahallesi Çimen Sokağı  Kayabası 16 Gölge Başakşehir / İSTANBUL,
